-0.1276597,51.5072759
-1.3140919,51.0623551
-1.4041996,50.9035305
-1.4657174,53.3820287
-116.5378612,33.8498458
-76.567903,39.2810502
14.5046117,46.0544459
4.4436244,50.4120332
33.6373765,34.9173073
-0.5370209,53.2343427
1.292222,52.6285753
12.570069,55.6867239
121.0599706,14.6801169
12.7040684,56.0441984
-1.796741,51.5677333
77.2173711,28.6092825
73.0629505,33.6946934
-118.25057,34.1420882
-118.1279002,34.0930855
-118.3079649,34.1819538
11.0037436,49.598038
3.7102089,51.0621881
3.2260109,51.2082896
-1.0744016,50.8065249
2.3524282,48.8564528
-1.8747048,50.720157
-1.5113334,52.4080477
-3.1932723,55.9483399
1.1528082,52.0580055
-4.1424595,50.3712779
-79.3849008,43.6529206
7.4513003,46.9480572
-81.677522,41.4877262
-83.0466755,42.3316454
-80.3098064,43.3842987
-89.2419946,48.4170494
151.9542619, 27.5648552
4.8323239,45.7575958
10.000654,53.5503414
73.5101438,4.174718
-1.6142059,54.9770924
150.8938903, 34.4242854
-2.9311426,54.900404
-1.375053,54.9063791
-2.2216087,52.1918253
10.7391111,59.9132694
-0.902493,52.2385239
0.4723823,51.7345403
44.378799,33.3024251
-4.225739,57.4790124
-3.9467751,51.6211442
-3.9360012,56.1181242
-118.1311823,34.0613912
-117.9434331,33.7753566
5.3269603,60.394973
-2.7151735,52.0553813
7.2196765,51.5377786
0.2631161,52.3998399
-2.9805393,53.4054719
-157.8556764,21.304547
152.76087, 27.6160135
0.9046293,51.8931303
-79.7030516,44.3787033
-78.3272997,44.2876446
21.7910016,61.4867236
152.9076853, 31.4493064
-4.7794976,37.8844099
22.2670522,60.4517531
11.4148038,53.6288297
10.1371858,54.3216753
-63.5760291,44.6492936
-95.6775557,39.0490111
116.3911947,39.9064705
-8.6875558,39.2358549
-16.9099496,32.6475146
-8.6192306,41.5314496
7.4651736,51.5113709
10.6847384,53.8664436
12.5326186,55.678016
25.5327401, 33.9434595
17.2473483,49.5954189
28.1847222, 25.7249999
9.1751732,47.6589856
10.8876283,49.892691
-8.4292178,40.2114939
123.734311,13.1376189
-7.6179071,33.596439
9.9329662,49.79245
6.6352091,51.4504762
150.178289, 35.7072183
32.8519769,39.9272322
26.4148869,40.1500808
27.509836,40.9800799
27.8347381,37.842494
30.4053578,40.7842005
29.9752911,40.1435101
30.2887286,37.7248394
29.0838956,37.7725246
30.5216389,39.7688617
32.4840399,37.8721123
27.4255716,38.6155029
29.2729091,40.6556669
18.0613098,59.3307611
51.4179604,35.6884244
13.5029449,59.3799136
152.9337861, 29.6912217
0.5049347,51.389062
18.0393715,48.8923583
17.5865242,48.3772086
51.6651161,32.6705341
46.2868574,38.0775595
50.006663,36.2804074
52.532674,29.6130192
-76.8861122,40.2663107
31.2866057,51.4997394
24.0315335,49.8418918
27.5618628,53.9022531
-79.0837,43.08872
24.5612424,46.5446738
-82.3658562,23.1379911
